id,event_id,date,last_seen,country,event_type,certainty,disinfo_subtype,info_class,info_type,threat_level,headline,summary,escalation_outcome,actors,platforms,spread,disinfo_confidence,detection_method,data_source,observation_count,status,content_observed,last_observation,source_urls,source_publishers,narrative_families
field_south_sudan-025,field_south_sudan-025,2025-06-01,2025-06-01,South Sudan,CONFIRMED,Confirmed Disinformation,identity_stigmatization,CORROBORATED,HATE_SPEECH,P3 MEDIUM,"""Hemdti"" returnee stigmatization: Sudanese returnees bullied with derogatory label in Wau","Wau FGD: ""Hate speech affecting marginalized groups, including returnees from Sudan, who are locally bullied and referred to as Hemdti."" The label (derived from RSF leader Hemedti) is applied to returnees regardless of their actual background, creating stigmatization and social exclusion of an already vulnerable population.",Social exclusion of returnees; bullying,"['Local community members', 'Social media users']","['Facebook', 'Community spaces', 'Markets']",3.0,MEDIUM,iris_field_research,Catalogue,0,active,False,,,FGD Wau (Phase A FGD Extractions),
field_south_sudan-028,field_south_sudan-028,2025-06-01,2025-06-01,South Sudan,CONFIRMED,Confirmed Disinformation,violence_glorification,CORROBORATED,INCITEMENT,P1 CRITICAL,Nasir White Army takeover: Celebration memes normalizing genocide messaging online,"KII SS021 (Journalists Union): After Nasir incident, ""post-takeover celebration online; diaspora Nuer celebrating despite 200+ deaths."" Platform transformation: ""Graphic violence → memes/jokes → normalized hate messaging."" Scale: ""More than 200 people already been killed in this area."" Assessment: ""Appears humorous online but carries dangerous genocidal messaging.""",Normalization of mass violence; feedback loop: violence → hate → more violence,"['Diaspora Nuer pages', 'TikTok meme creators', 'WAAT/WPress']","['Facebook', 'TikTok', 'Clubhouse']",7.0,HIGH,iris_field_research,Catalogue,0,active,False,,,KII SS021 (Phase A KII Extractions SS016-SS023),
field_south_sudan-031,field_south_sudan-031,2025-06-01,2025-06-01,South Sudan,CONFIRMED,Confirmed Disinformation,misattributed_content,VERIFIED,DISINFO,P2 HIGH,Sudan violence images misattributed as South Sudanese atrocities,"KII SS021 (Journalists Union): ""Graphic violence images circulated: some authentic (local fights), many sourced from Sudan but presented as South Sudanese."" Correction attempts met with accusation: ""Correction attempts met with accusation of government/troop support (polarization trap)."" Also Researcher Matrix: ""graphic images from other conflicts falsely claimed as atrocities committed by current warring parties."" Silencing effect: fact-checkers labeled government supporters.",Fueling retaliatory violence; silencing fact-checkers,"['Anonymous social media pages', 'Diaspora amplifiers', 'Content manipulators']","['Facebook', 'TikTok', 'WhatsApp']",6.0,HIGH,iris_field_research,Catalogue,0,active,False,,; ,KII SS021; Researcher Matrix (Misinformation section),
field_south_sudan-033,field_south_sudan-033,2025-06-01,2025-06-01,South Sudan,CONFIRMED,Confirmed Disinformation,governance_grievance,DISPUTED,PROPAGANDA,P2 HIGH,"Ethnic bias in security appointments: ""National security officers primarily from a single tribe""","Juba FGD: ""Statements by political and military figures, such as calls for ethnic separation, and perceived ethnic bias in government appointments, including the promotion of national security officers primarily from a single tribe. These actions were seen as legitimizing division."" KII SS017: ""Power-sharing quota system narratives: government presented as Dinka-dominated. Military promotions: perceived preferential treatment.""",Deepened ethnic divisions; grievance amplification,"['Political actors', 'Military figures', 'Social media commentators']","['Facebook', 'TikTok', 'WhatsApp', 'Community gatherings']",5.0,HIGH,iris_field_research,Catalogue,0,active,False,,; ,FGD Juba; KII SS017 (Phase A Extractions),
field_somalia-036,field_somalia-036,2025-06-01,2025-06-01,Somalia,POTENTIAL,Potential Disinformation,humanitarian_disinfo,DISPUTED,RUMOR,P3 MEDIUM,"Drought assistance diversion claims: ""Humanitarian organizations using crisis to seek funding""","Kismayo Youth FGD: ""Drought assistance is being diverted; humanitarian organizations using crisis to seek funding."" Also: ""When drought occurs, armed infiltrators hide weapons and enter cities"" and ""Authorities encouraging migration away from pastoral lands."" Women FGD: ""Some people accuse them of using the crisis to seek funding and claim no real assistance is reaching the public. This creates mistrust and spreads disinformation.""",Mistrust in aid system; intercommunal tensions over grazing/water,"['Community members', 'Disgruntled aid recipients', 'Social media users']","['Facebook', 'WhatsApp', 'Community networks']",3.0,MEDIUM,iris_field_research,Catalogue,0,active,False,,,"FGD Kismayo Youth & Women (Somalia All Extractions, Section 1.3)",
field_south_sudan-026,field_south_sudan-026,2025-06-01,2025-06-01,South Sudan,POTENTIAL,Potential Disinformation,conflict_rumor,UNVERIFIED,RUMOR,P3 MEDIUM,Marial Bai cattle conflict rumors: False reports of killings spread rapidly on WhatsApp,"Wau FGD: ""Misunderstandings linked to the Marial Bai agreement between cattle groups in Warab, where rumors of killings spread rapidly on social media and WhatsApp."" Circulation of misinformation follows ""a circular pattern, moving from online to offline and back online."" Absence of accurate information identified as key driver.",Cattle group tensions; circular online-offline amplification,"['Community members', 'WhatsApp group users', 'Social media amplifiers']","['WhatsApp', 'Facebook', 'Community spaces']",4.0,MEDIUM,iris_field_research,Catalogue,0,active,False,,,FGD Wau (Phase A FGD Extractions),
field_south_sudan-027,field_south_sudan-027,2025-06-01,2025-06-01,South Sudan,POTENTIAL,Potential Disinformation,ethnic_hate_speech,SINGLE_SOURCE,HATE_SPEECH,P3 MEDIUM,"""Lokouro"" ethnic slur targeting Beri people: Sparks fights at football matches in Kakuma","KII SS018 (Kakuma camp): Beri people labeled ""Lokouro"" — an ethnic slur causing offense. ""Labels applied as insults; can spark fights during social events (e.g., football matches)."" Also reported: ""Door"" and ""Jinki"" as derogatory terms. Older generation primarily drives narratives; younger educated cohort resisting. Also: graphic violence imagery from Upper Nile/Jonglei circulated as local incidents.",Physical fights at social events; intergenerational transmission,"['Older generation community members', 'Youth at social events']","['Facebook', 'WhatsApp', 'Football matches', 'Community gatherings']",2.0,MEDIUM,iris_field_research,Catalogue,0,active,False,,,KII SS018 (Phase A KII Extractions SS016-SS023),
field_south_sudan-030,field_south_sudan-030,2025-06-01,2025-06-01,South Sudan,POTENTIAL,Potential Disinformation,coded_hate_speech,SINGLE_SOURCE,HATE_SPEECH,P4 LOW,"""MTN"" as coded ethnic slur for Dinka tribe: Normalized through humor in Wau","KII SS019 (Wau): ""MTN"" used as coded term for Dinka tribe, ""jokingly but normalized."" Also: ""Jinki"" and ""Rebel"" as coded terms. Assessment: ""Terms increasingly used as jokes but normalized and spreading."" Represents the normalization of ethnic labeling through humor, which can escalate during crisis periods.",Normalization of ethnic derogatory language,"['Community members', 'Social media users', 'Youth']","['TikTok', 'Facebook', 'WhatsApp', 'Community spaces']",2.0,MEDIUM,iris_field_research,Catalogue,0,active,False,,,KII SS019 (Phase A KII Extractions SS016-SS023),
SOM-2025-020,SOM-2025-020,2025-06-01,2025-06-01,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P1 CRITICAL,Al-Shabaab SVBIED kills 12+ Ugandan AUSSOM peacekeepers in Lower Shabelle,"Al-Shabaab conducted a suicide vehicle-borne IED attack in June 2025 targeting Ugandan AUSSOM peacekeepers in Lower Shabelle, killing over 12 soldiers. This attack was followed by a deadlier July SVBIED that killed 20 more Ugandans, ultimately forcing Uganda's withdrawal from the area and demonstrating Al-Shabaab's strategic campaign against peacekeeping forces.",,"['Al-Shabaab', ""Uganda Peoples' Defence Forces (UPDF)"", 'AUSSOM']","['Shahada News Agency', 'Telegram', 'Al-Kataib Media Foundation']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.securitycouncilreport.org/monthly-forecast/2025-10/somalia-41.php; https://thesoufancenter.org/intelbrief-2025-july-24/,https://www.securitycouncilreport.org/monthly-forecast/2025-10/somalia-41.php; https://thesoufancenter.org/intelbrief-2025-july-24/,Attack Claim; Anti-Government Narrative; Religious Justification
SSD-2025-015,SSD-2025-015,2025-06-01,2025-06-01,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,SSPDF/NSS conduct sweeping arrests of young men and women; UNMISS documents CRSV surge Apr-Jun 2025,"From late June 2025, SSPDF and NSS forces conducted mass arrests of young men and women under the pretext of fighting crime, with UNMISS documenting widespread sexual violence and forced conscription. The documented 334 incidents affecting 1,518 civilians in Q2 2025 represent a significant escalation in state-perpetrated violence against civilians.",,"['SSPDF', 'NSS', 'Civilians (Nuer and other communities)', 'UNMISS Human Rights Division']","['UNMISS reports', 'ReliefWeb', 'Radio Tamazuj']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://reliefweb.int/report/south-sudan/unmiss-brief-violence-affecting-civilians-april-june-2025; https://www.icj.org/south-sudan-extend-un-investigations-amid-deteriorating-human-rights-crisis/,https://reliefweb.int/report/south-sudan/unmiss-brief-violence-affecting-civilians-april-june-2025; https://www.icj.org/south-sudan-extend-un-investigations-amid-deteriorating-human-rights-crisis/,Delegitimization; Existential Threat
SOM-2025-019,SOM-2025-019,2025-05-28,2025-05-28,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P1 CRITICAL,Africa Center report confirms Al-Shabaab-Houthi arms and training cooperation since mid-2024,"An Africa Center for Strategic Studies report (May 28) and subsequent UN Panel of Experts findings confirmed that Yemen's Houthi rebels and al-Shabaab have engaged in sustained cooperation: the Houthis transfer weapons and provide drone technology training to al-Shabaab, while al-Shabaab facilitates piracy operations and arms trafficking routes from Iran through Somali ports. The UN documented physical meetings in 2024 and weapons shipments from Yemen used in al-Shabaab attacks on AU forces in September and November 2024. Al-Shabaab sent 12+ operatives to Yemen for AQAP training including in drone technology. ISS-Somalia was also found to be experimenting with armed drones.",,"['Al-Shabaab', 'Houthis (Ansar Allah)', 'Iran (arms supplier)', 'AQAP', 'UN Panel of Experts']","['UN reporting channels', 'Shahada News Agency (AQAP-Gaza propaganda link)', 'Telegram']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://africacenter.org/spotlight/al-shabaab-houthi-security-red-sea/; https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/; https://issafrica.org/houthis-in-somalia-friends-with-technological-benefits/,https://africacenter.org/spotlight/al-shabaab-houthi-security-red-sea/; https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/; https://issafrica.org/houthis-in-somalia-friends-with-technological-benefits/,Religious Justification; Anti-Government Narrative; Existential Threat
EXT-2025-009,EXT-2025-009,2025-05-28,2025-05-28,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P2 HIGH,Africa Center: Houthi Drone Training to Al-Shabaab Represents New Propaganda and Military Capability Threat,"The Africa Center for Strategic Studies published analysis confirming Al-Shabaab received drone training from Houthis, with two Houthi military engineers dispatched to Jilib, Somalia to train the group on UAV modification and weapons maintenance. This represents a significant escalation in Al-Shabaab's military capabilities and propaganda reach ahead of their 2025 Shabelle offensive.",,"['Houthis', 'Al-Shabaab', 'Iran', 'AQAP']","['Telegram', 'YouTube', 'WhatsApp']",3.0,HIGH,iris_meta_monitoring,Catalogue,0,active,False,,https://africacenter.org/spotlight/al-shabaab-houthi-security-red-sea/; https://issafrica.org/iss-today/houthis-in-somalia-friends-with-technological-benefits; https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/,https://africacenter.org/spotlight/al-shabaab-houthi-security-red-sea/; https://issafrica.org/iss-today/houthis-in-somalia-friends-with-technological-benefits; https://adf-magazine.com/2025/11/u-n-report-shows-increasing-collaboration-of-houthis-al-shabaab/,Houthi-Al-Shabaab Technology Alliance; Foreign Influence Operation
SOM-2025-018,SOM-2025-018,2025-05-20,2025-05-20,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P1 CRITICAL,"Al-Shabaab fires 6 mortar rounds at Halane compound housing UN, AU, and Western embassies","Two days after the Damaanyo base bombing, al-Shabaab fired at least six mortar shells toward the Halane Base Camp in Mogadishu, targeting the compound that hosts United Nations offices, African Union personnel, and Western diplomatic missions. Several rounds landed in and around the Halane perimeter. This attack, following rapidly on the heels of the recruitment center bombing, demonstrated a deliberate escalation campaign designed to signal that no location in Mogadishu was safe from attack.",,"['Al-Shabaab', 'UN Mogadishu', 'AUSSOM', 'Western embassies']","['Telegram (AS claim)', 'Shahada News Agency', 'Hiiraan Online']",3.0,HIGH,iris_meta_monitoring,Catalogue,0,active,False,,https://www.hiiraan.com/news4/2025/May/201581/al_shabaab_launches_mortar_attack_on_halane_base_camp_in_mogadishu.aspx; https://en.wikipedia.org/wiki/2025_Mogadishu_military_base_bombing,https://www.hiiraan.com/news4/2025/May/201581/al_shabaab_launches_mortar_attack_on_halane_base_camp_in_mogadishu.aspx; https://en.wikipedia.org/wiki/2025_Mogadishu_military_base_bombing,Anti-Government Narrative; Attack Claim; Existential Threat
SOM-2025-017-DI,SOM-2025-017-DI,2025-05-18,2025-05-18,Somalia,CONFIRMED,Confirmed Disinformation,propaganda,CORROBORATED,PROPAGANDA,P1 CRITICAL,"Al-Shabaab inflates Damaanyo bombing casualties by 5x (claims 100 vs actual ~20), frames as anti-recruitment message","Al-Shabaab posted claim on Telegram with highly inflated casualty figures (100 killed vs. actual ~20), representing a 5x inflation. The attack on army recruits was framed in propaganda as a message to Somali youth: 'Do not serve the apostate government.' The discrepancy between the propaganda claim and verified figures exemplifies how warring parties systematically inflate casualty numbers for narrative effect.",,"['Al-Shabaab', 'Somali National Army (recruits)', 'Shahada News Agency']",['Telegram'],1.0,HIGH,iris_meta_monitoring,Catalogue,0,resolved,False,,https://en.wikipedia.org/wiki/2025_Mogadishu_military_base_bombing; https://www.reuters.com/world/africa/mogadishu-suicide-bomber-kills-least-10-army-recruitment-drive-2025-05-18/; https://apnews.com/article/somalia-suicide-attack-recruits-mogadishu-6dcb5e393874c03a5487ee4ae5e55eed,https://en.wikipedia.org/wiki/2025_Mogadishu_military_base_bombing; https://www.reuters.com/world/africa/mogadishu-suicide-bomber-kills-least-10-army-recruitment-drive-2025-05-18/; https://apnews.com/article/somalia-suicide-attack-recruits-mogadishu-6dcb5e393874c03a5487ee4ae5e55eed,VE Propaganda; Competing Claims / Inflated Casualties
SOM-2025-017,SOM-2025-017,2025-05-18,2025-05-18,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P1 CRITICAL,"Al-Shabaab suicide bomber targets army recruitment queue at Damaanyo base, killing 20","An Al-Shabaab suicide bomber disguised in military uniform detonated explosives at the entrance of the Damaanyo military base in Mogadishu's Hodan district on May 18, where hundreds of young men were queued to enlist in the Somali National Army. The attack killed at least 20 people (15 recruits and 5 civilians) and injured 30+. Al-Shabaab claimed on Telegram that 100 soldiers were killed — a significantly inflated figure. The attack specifically targeted the pipeline of recruits for the government's anti-AS campaign. Two days later (May 20), al-Shabaab fired 6 mortar rounds at Aden Adde Airport and the Halane compound.",,"['Al-Shabaab', 'Somali National Army (recruits)', 'Shahada News Agency']","['Telegram (claim)', 'Al-Kataib Media Foundation', 'Shahada News Agency']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://en.wikipedia.org/wiki/2025_Mogadishu_military_base_bombing; https://www.reuters.com/world/africa/mogadishu-suicide-bomber-kills-least-10-army-recruitment-drive-2025-05-18/; https://apnews.com/article/somalia-suicide-attack-recruits-mogadishu-6dcb5e393874c03a5487ee4ae5e55eed,https://en.wikipedia.org/wiki/2025_Mogadishu_military_base_bombing; https://www.reuters.com/world/africa/mogadishu-suicide-bomber-kills-least-10-army-recruitment-drive-2025-05-18/; https://apnews.com/article/somalia-suicide-attack-recruits-mogadishu-6dcb5e393874c03a5487ee4ae5e55eed,Anti-Government Narrative; Attack Claim; Religious Justification; Delegitimization
KEN-2025-009,KEN-2025-009,2025-05-15,2025-05-15,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,Student activist Billy Mwangi abducted and tortured for posting AI-generated satire of President Ruto,"Student activist Billy Mwangi was abducted and tortured by alleged security forces after posting an AI-generated satirical image of President Ruto. He was held for 15 days before release without charge, marking one of at least 82 documented abductions since June 2024 targeting critics of the government.",,"['Kenya National Intelligence Service (alleged)', 'National Police Service (alleged)', 'Billy Mwangi (victim)']","['X (Twitter)', 'Instagram']",2.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://advox.globalvoices.org/2025/07/12/how-kenyans-are-using-ai-during-protests/; https://www.dw.com/en/kenya-ai-generated-social-media-content-free-speech-v2/a-71524279,https://advox.globalvoices.org/2025/07/12/how-kenyans-are-using-ai-during-protests/; https://www.dw.com/en/kenya-ai-generated-social-media-content-free-speech-v2/a-71524279,Delegitimization; Existential Threat
EXT-2025-034,EXT-2025-034,2025-05-09,2025-05-09,Regional,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P2 HIGH,"DFRLab Documents Russia's Pravda Network Contaminating Wikipedia, AI Chatbots, and X Community Notes Used by African Audiences","DFRLab and Check First's May 2025 Pravda Network investigation found that Russian-linked fake news website domains were increasingly cited as sources in Wikipedia articles, X Community Notes, and AI chatbot responses — creating a knowledge ecosystem contamination problem. Since February 2022, posting activity featuring Pravda network hyperlinks grew exponentially on these platforms. For East African users relying on Wikipedia, AI chatbots like ChatGPT, or X for information about their own regional conflicts, the contamination of these reference systems with pro-Kremlin content represents a structural disinformation vulnerability.",,"['Pravda Network', 'TigerWeb (Crimea IT firm)', 'Russian-backed operatives']","['Wikipedia', 'X (Community Notes)', 'AI chatbots (ChatGPT, etc.)', '150+ fake news websites']",4.0,MEDIUM,iris_meta_monitoring,Catalogue,0,active,False,,https://dfrlab.org/the-pravda-network/,https://dfrlab.org/the-pravda-network/,Foreign Influence Operation; Knowledge Ecosystem Poisoning
SSD-2025-014,SSD-2025-014,2025-05-08,2025-05-08,South Sudan,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,UN Security Council extends UNMISS mandate; US warns South Sudan 'on brink of broader civil war',"The UN Security Council extended the UNMISS mandate for one year (until April 2026) by a vote of 12-0 with 3 abstentions (China, Russia, Pakistan). The US representative warned South Sudan was 'on the brink of a broader civil war,' citing aerial bombardments, the indiscriminate use of barrel bombs, an attack on a hospital, and the detention of First Vice President Machar. The resolution demanded all parties immediately cease fighting and called on the transitional government to cooperate with UNMISS.",,"['UN Security Council', 'UNMISS', 'US (penholder)', 'UK', 'South Sudanese Government']","['UN press releases', 'International media', 'Juba government media']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://press.un.org/en/2025/sc16059.doc.htm,https://press.un.org/en/2025/sc16059.doc.htm,Peace/Counter-Narratives; Delegitimization
SOM-2025-045,SOM-2025-045,2025-05-07,2025-05-07,Somalia,POTENTIAL,Potential Disinformation,propaganda,REPORTED,PROPAGANDA,P2 HIGH,GNET documents ISIS-Somalia Manjaniq Media propaganda on Telegram: transnational recruitment via Amharic/Oromo channels,"A May 2025 GNET Research analysis documented ISIS-Somalia's Manjaniq Media on Telegram and the role of Amharic/Oromo-speaking propagandists in facilitating fundraising and recruitment from Ethiopia and Kenya. Two prominent Ethiopian IS recruiters operated separate Telegram channels directing vetted recruits to Ethiopian fighters in Somalia. During Ramadan, crowdfunding campaigns ran in Telegram groups with direct connections to ISS operatives. Al Hijraytain Radio broadcast in Somali, Oromo, and Amharic targeting East African recruits. ISS has an estimated 700-1,500 fighters with 60-70% being foreign nationals.",,"['ISIS-Somalia', 'Manjaniq Media', 'Al Hijraytain Radio', 'Ethiopian/Kenyan IS recruiters (Telegram)', 'Puntland Security Forces']","['Telegram', 'Facebook (Taageere Radio Hijratayn)', 'Encrypted apps (Zangi)']",3.0,MEDIUM,iris_meta_monitoring,Catalogue,0,resolved,False,,https://gnet-research.org/2025/05/07/is-wilayah-somalia-digital-propaganda-and-strategy-against-the-puntland-and-its-foreign-allies/,https://gnet-research.org/2025/05/07/is-wilayah-somalia-digital-propaganda-and-strategy-against-the-puntland-and-its-foreign-allies/,Recruitment; Religious Justification; Anti-Government Narrative; Social Media Expansion
SSD-2025-013,SSD-2025-013,2025-05-03,2025-05-03,South Sudan,CONTEXT,Context Event,,OBSERVED,HATE_SPEECH,P2 HIGH,"SSPDF helicopter gunships bomb MSF hospital and market in Old Fangak; 7 killed, 20 injured","At 4:30 a.m. on 3 May 2025, two SSPDF helicopter gunships bombed the MSF pharmacy at Old Fangak hospital in Jonglei State, burning it to the ground, then fired on the town for 30 minutes. A drone subsequently bombed the Old Fangak market. At least seven people were killed and 20 injured. The hospital was the only secondary health facility for 110,000+ people. MSF had shared GPS coordinates with all conflict parties prior to the attack. The bombing was the most high-profile attack on healthcare infrastructure during the 2025 escalation.",,"['SSPDF', 'MSF', 'Civilians in Fangak county']","['MSF press releases', 'BBC News', 'Facebook', 'Radio']",4.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.doctorswithoutborders.org/latest/south-sudan-msf-strongly-condemns-deliberate-bombing-its-hospital-old-fangak; https://www.bbc.com/news/articles/cm2536m9r2eo; https://www.amnesty.org/en/latest/news/2025/05/south-sudan-un-security-council-must-renew-and-enforce-arms-embargo-to-protect-civilians/,https://www.doctorswithoutborders.org/latest/south-sudan-msf-strongly-condemns-deliberate-bombing-its-hospital-old-fangak; https://www.bbc.com/news/articles/cm2536m9r2eo; https://www.amnesty.org/en/latest/news/2025/05/south-sudan-un-security-council-must-renew-and-enforce-arms-embargo-to-protect-civilians/,Existential Threat; Collective Blame
KEN-2025-008,KEN-2025-008,2025-05-02,2025-05-02,Kenya,CONTEXT,Context Event,,OBSERVED,CONTEXT,P2 HIGH,"Al-Shabaab kills five police officers in Boni Forest ambush at Rakei area, Lamu County","Al-Shabaab militants ambushed and killed five police officers while injuring eight others at the Rakei area in Boni Forest, Lamu County. This was among the deadliest single incidents targeting Kenya's security forces in Boni Forest, where Operation Amani Boni has been ongoing since 2015. The attack followed a series of IED and ambush operations by the group in the forest region, which al-Shabaab has used as a staging ground for cross-border attacks.",,"['Al-Shabaab', 'Kenya Police Service', 'Kenya Defence Forces (Operation Amani Boni)']","['Telegram', 'Al-Kataib Media Foundation']",2.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.facebook.com/CitizenTVKe/posts/five-police-officers-shot-dead-eight-others-injured-by-al-shabaab-militants-at-r/1273264074158931/; https://masharikirpc.org/violent-extremism-and-the-future-of-borderland-transitions-in-the-greater-eastern-africa/,https://www.facebook.com/CitizenTVKe/posts/five-police-officers-shot-dead-eight-others-injured-by-al-shabaab-militants-at-r/1273264074158931/; https://masharikirpc.org/violent-extremism-and-the-future-of-borderland-transitions-in-the-greater-eastern-africa/,Religious Distortion; Existential Threat
EXT-ENRICH-IR-001,EXT-ENRICH-IR-001,2025-05-01,2025-05-01,Somalia,CONFIRMED,Confirmed Disinformation,foreign_narrative_laundering,CORROBORATED,PROPAGANDA,P2 HIGH,"Al-Shabaab propaganda launders Iran-aligned ""Zionist-Crusader aggression"" framing of AFRICOM strikes through VE media channels","Al-Shabaab's media apparatus (Al-Kataib, Shahada News) systematically frames US AFRICOM operations as ""Zionist-Crusader aggression"" against Muslim lands — language directly aligned with Iranian IRGC geopolitical messaging. As Iran-Houthi-Al-Shabaab cooperation ""intensified to unprecedented levels"" (UN Panel of Experts, October 2025: weapons smuggling, drone training, military cooperation), Al-Shabaab propaganda increasingly incorporates anti-American narratives aligned with Iranian foreign policy. Carnegie documented Ansar Allah's expansion into Somalia encompassing information operations alongside weapons and training. This represents foreign-sponsored narrative laundering: Iranian geopolitical messaging reaches East African audiences through Al-Shabaab's media without being identifiable as Iranian in origin.",Foreign state narratives amplified through trusted VE propaganda channels,"['Al-Shabaab (Al-Kataib Media, Shahada News)', 'Iran (IRGC, indirect)', 'Houthis (Ansar Allah, intermediary)']","['Telegram', 'Al-Shabaab media channels', 'Social media']",7.0,HIGH,iris_enrichment_research,Catalogue,0,active,False,,https://carnegieendowment.org/research/2025/03/dhows-drones-and-dollars-ansar-allahs-expansion-into-somalia; https://www.tandfonline.com/doi/full/10.1080/23311886.2025.2576151,https://carnegieendowment.org/research/2025/03/dhows-drones-and-dollars-ansar-allahs-expansion-into-somalia; https://www.tandfonline.com/doi/full/10.1080/23311886.2025.2576151,
field_south_sudan-032,field_south_sudan-032,2025-05-01,2025-05-01,South Sudan,CONFIRMED,Confirmed Disinformation,ethnic_collective_blame,CORROBORATED,HATE_SPEECH,P2 HIGH,Awdong incident collective blame: Balliett County violence framed along Dinka-Nuer ethnic lines,"KII SS013 (Radio Tamazuj): Awdong incident in Balliett County, Upper Nile State. Collective blame of ethnic/clan groups framing Dinka-Nuer tensions. Incitement coded as high. Radio Tamazuj monitors ""a lot of hate speech"" increasing alongside political tensions. Videos shared showing violence ""in different parts of the country — Upper Nile, Eastern Equatoria, Panjad, Nasir.""",Ethnic tensions in Upper Nile; hate speech spike,"['Social media users', 'Diaspora groups', 'Radio content']","['Facebook', 'TikTok', 'Radio', 'Clubhouse']",5.0,HIGH,iris_field_research,Catalogue,0,active,False,,,KII SS013 (Phase A KII Extractions SS011-SS015),
MON-2026-03-16-010,MON-2026-03-16-010,2025-04-28,2025-04-28,Kenya,CONFIRMED,Confirmed Disinformation,coordinated_campaign,CORROBORATED,DISINFO,P2 HIGH,#BBCForChaos campaign claims BBC Africa Eye and civil society activists are foreign-funded agents deliberately destabilizing Kenya — coordinated troll network active on X,"A coordinated troll campaign using #BBCForChaos, #ToxicActivists, and #BloodParliament pushes the false narrative that BBC Africa Eye's journalism is a deliberate plot to 'set Kenya on fire' and that civil society activists (specifically naming Boniface Mwangi and Hanifa Adan) are 'paid agents' working against national interests. Key false claims being spread: (1) 'BBC sat down and thought, how do we destabilize Kenya today?' — framing journalism as a foreign conspiracy, (2) Activists are 'Dogs of War' receiving foreign money to cause chaos, (3) Protests are 'not organic' but 'financed, staged, and directed' by a 'Chaos Cartel,' (4) Hanifa Adan 'destroyed Somalia' and now 'wants to burn Kenya' — Islamophobic and anti-Somali scapegoating. At least 22 posts show copy-paste evidence between accounts @GabrielKim254 and @Yasirarafat2520, with identical text appearing across multiple low-follower accounts — a strong indicator of paid coordination. The same troll network operators (@AminaTisha94086, @MteteziPato, @IamMzalendo) appear in both this campaign and the #43Against1 campaign, confirming they are part of the same coordinated operation.",,"['@AminaTisha94086', '@DreamBoy254', '@GabrielKim254', '@Hustleratwork', '@IamMzalendo', '@KenyaWeWant_', '@Merc13Nyambura', '@MteteziPato', '@OmarJuma001', '@VincentSultaan', '@WilliamKiptoo25', '@Yasirarafat2520', '@iamthevillager', '@modi_juma', 'Kenya troll network (coordinated)']",['X (Twitter)'],3.0,HIGH,iris_direct_tracking,Catalogue,0,resolved,True,,https://x.com/search?q=%23BBCForChaos,https://x.com/search?q=%23BBCForChaos,Misinformation/Disinformation; Delegitimization
SOM-2025-050,SOM-2025-050,2025-04-28,2025-04-28,Somalia,CONTEXT,Context Event,,OBSERVED,PROPAGANDA,P3 MODERATE,"Al-Shabaab mortar attack rocks Mogadishu Halane base hosting Western diplomats (April 28, 2025)","Explosions struck the Mogadishu Halane compound on April 28, 2025, in a mortar attack targeting the heavily fortified base that houses Western diplomatic missions, UN offices, and the AU mission headquarters. This was the second significant mortar strike on the compound in April (after the April 6 airport attack), establishing a pattern of sustained pressure on the international presence in Mogadishu. The repetitive targeting sought to erode the willingness of international partners to maintain their presence in Somalia.",,"['Al-Shabaab', 'Western diplomatic missions (targets)', 'UN missions (targets)', 'AUSSOM']","['Somali Guardian', 'Wire services', 'Telegram (AS claim)']",3.0,,iris_meta_monitoring,Catalogue,0,active,False,,https://www.somaliguardian.com/news/somalia-news/explosions-rock-mogadishu-base-hosting-western-diplomats-after-mortar-attack/,https://www.somaliguardian.com/news/somalia-news/explosions-rock-mogadishu-base-hosting-western-diplomats-after-mortar-attack/,Anti-Government Narrative; Attack Claim; Existential Threat
